,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
13308,"Ahmedabad, India",2014-03-08,Gold,Entertainment,Female,280776,2014,3
13309,"Ahmedabad, India",2015-01-05,Silver,Food,Male,122913,2015,1
13310,"Ahmedabad, India",2014-08-16,Platinum,Fuel,Male,97745,2014,8
13311,"Ahmedabad, India",2013-10-09,Signature,Food,Female,28640,2013,10
13312,"Bengaluru, India",2014-10-11,Platinum,Bills,Female,195365,2014,10
13313,"Greater Mumbai, India",2015-02-07,Platinum,Grocery,Female,191391,2015,2
13314,"Delhi, India",2014-06-29,Platinum,Entertainment,Female,201363,2014,6
13315,"Ahmedabad, India",2013-10-16,Silver,Fuel,Female,183607,2013,10
13316,"Bengaluru, India",2014-09-15,Silver,Entertainment,Male,152958,2014,9
13317,"Ahmedabad, India",2014-02-18,Silver,Food,Male,85015,2014,2
13318,"Delhi, India",2014-12-23,Platinum,Food,Female,79360,2014,12
13319,"Ahmedabad, India",2014-08-10,Platinum,Food,Male,22361,2014,8
13320,"Bengaluru, India",2014-09-28,Gold,Fuel,Male,234288,2014,9
13321,"Ahmedabad, India",2014-05-14,Gold,Entertainment,Male,224999,2014,5
13322,"Ahmedabad, India",2013-10-31,Silver,Food,Male,281141,2013,10
13323,"Greater Mumbai, India",2015-02-04,Gold,Grocery,Female,253540,2015,2
13324,"Delhi, India",2015-05-26,Signature,Grocery,Female,33068,2015,5
13325,"Ahmedabad, India",2014-02-17,Silver,Entertainment,Male,16557,2014,2
13326,"Delhi, India",2014-09-20,Platinum,Food,Female,132979,2014,9
13327,"Greater Mumbai, India",2014-04-19,Platinum,Bills,Male,235997,2014,4
13328,"Greater Mumbai, India",2014-02-14,Signature,Grocery,Female,151666,2014,2
13329,"Delhi, India",2014-03-08,Silver,Food,Male,298317,2014,3
13330,"Bengaluru, India",2013-10-28,Signature,Entertainment,Female,135079,2013,10
13331,"Bengaluru, India",2014-12-11,Platinum,Bills,Female,249786,2014,12
13332,"Delhi, India",2014-06-04,Signature,Entertainment,Male,278192,2014,6
13333,"Delhi, India",2013-11-19,Silver,Grocery,Male,291809,2013,11
13334,"Delhi, India",2014-12-28,Signature,Entertainment,Female,226415,2014,12
13335,"Greater Mumbai, India",2014-10-27,Silver,Food,Female,296295,2014,10
13336,"Bengaluru, India",2014-11-15,Gold,Bills,Female,66295,2014,11
13337,"Bengaluru, India",2015-04-11,Platinum,Fuel,Female,208305,2015,4
13338,"Delhi, India",2014-09-05,Platinum,Grocery,Male,239037,2014,9
13339,"Bengaluru, India",2014-07-08,Gold,Fuel,Male,237573,2014,7
13340,"Ahmedabad, India",2014-01-15,Platinum,Grocery,Female,151731,2014,1
13341,"Greater Mumbai, India",2014-04-27,Platinum,Entertainment,Male,296252,2014,4
13342,"Greater Mumbai, India",2014-04-16,Signature,Food,Female,169487,2014,4
13343,"Greater Mumbai, India",2014-01-08,Platinum,Grocery,Male,173083,2014,1
13344,"Greater Mumbai, India",2014-02-12,Platinum,Grocery,Male,23295,2014,2
13345,"Ahmedabad, India",2014-01-27,Silver,Entertainment,Male,49464,2014,1
13346,"Greater Mumbai, India",2014-10-06,Gold,Fuel,Male,81963,2014,10
13347,"Delhi, India",2014-03-09,Signature,Grocery,Female,205391,2014,3
13348,"Greater Mumbai, India",2015-03-16,Signature,Entertainment,Female,195266,2015,3
13349,"Greater Mumbai, India",2013-10-13,Gold,Bills,Male,7117,2013,10
13350,"Delhi, India",2014-09-19,Gold,Grocery,Male,93946,2014,9
13351,"Greater Mumbai, India",2014-04-15,Platinum,Fuel,Female,90984,2014,4
13352,"Greater Mumbai, India",2014-04-15,Signature,Grocery,Male,278176,2014,4
13353,"Bengaluru, India",2014-12-13,Silver,Food,Male,127515,2014,12
13354,"Ahmedabad, India",2014-03-13,Signature,Entertainment,Male,145286,2014,3
13355,"Ahmedabad, India",2015-02-25,Silver,Entertainment,Male,264671,2015,2
13356,"Bengaluru, India",2014-12-18,Platinum,Food,Male,156737,2014,12
13357,"Greater Mumbai, India",2014-01-18,Signature,Fuel,Female,177065,2014,1
13358,"Delhi, India",2015-05-23,Signature,Grocery,Female,215556,2015,5
13359,"Delhi, India",2014-09-23,Signature,Grocery,Female,182064,2014,9
13360,"Delhi, India",2014-02-08,Platinum,Grocery,Female,166315,2014,2
13361,"Ahmedabad, India",2014-10-20,Signature,Bills,Male,180561,2014,10
13362,"Ahmedabad, India",2014-04-02,Signature,Bills,Female,174381,2014,4
13363,"Bengaluru, India",2015-03-23,Signature,Grocery,Female,230862,2015,3
13364,"Ahmedabad, India",2014-08-09,Gold,Food,Male,123549,2014,8
13365,"Delhi, India",2013-10-18,Signature,Entertainment,Female,68008,2013,10
13366,"Bengaluru, India",2014-07-28,Platinum,Grocery,Female,36013,2014,7
13367,"Ahmedabad, India",2014-05-30,Gold,Fuel,Male,230546,2014,5
13368,"Delhi, India",2015-02-25,Signature,Fuel,Female,116559,2015,2
13369,"Ahmedabad, India",2015-04-26,Silver,Grocery,Female,294131,2015,4
13370,"Ahmedabad, India",2014-06-27,Silver,Food,Male,115402,2014,6
13371,"Ahmedabad, India",2013-12-30,Signature,Food,Female,176492,2013,12
13372,"Ahmedabad, India",2014-01-19,Gold,Bills,Female,129198,2014,1
13373,"Delhi, India",2014-01-24,Platinum,Grocery,Female,70929,2014,1
13374,"Greater Mumbai, India",2014-11-19,Platinum,Entertainment,Female,212841,2014,11
13375,"Bengaluru, India",2014-07-31,Platinum,Bills,Female,8670,2014,7
13376,"Bengaluru, India",2014-11-23,Signature,Grocery,Female,125789,2014,11
13377,"Ahmedabad, India",2014-01-18,Platinum,Fuel,Male,65293,2014,1
13378,"Ahmedabad, India",2013-12-03,Silver,Bills,Male,93387,2013,12
13379,"Bengaluru, India",2014-05-04,Platinum,Bills,Female,132646,2014,5
13380,"Bengaluru, India",2014-08-26,Platinum,Entertainment,Male,187994,2014,8
13381,"Delhi, India",2013-10-30,Platinum,Fuel,Female,119213,2013,10
13382,"Ahmedabad, India",2014-02-19,Gold,Fuel,Male,13278,2014,2
13383,"Bengaluru, India",2014-12-21,Silver,Bills,Male,294460,2014,12
13384,"Greater Mumbai, India",2013-10-14,Platinum,Entertainment,Male,251632,2013,10
13385,"Greater Mumbai, India",2014-01-27,Signature,Bills,Male,17886,2014,1
13386,"Bengaluru, India",2014-07-11,Signature,Grocery,Male,193316,2014,7
13387,"Ahmedabad, India",2014-10-31,Signature,Food,Male,126887,2014,10
13388,"Delhi, India",2014-10-02,Platinum,Food,Male,180977,2014,10
13389,"Bengaluru, India",2014-12-09,Platinum,Food,Male,148344,2014,12
13390,"Ahmedabad, India",2014-04-03,Gold,Grocery,Male,118152,2014,4
13391,"Ahmedabad, India",2015-05-06,Gold,Food,Female,172597,2015,5
13392,"Greater Mumbai, India",2014-05-12,Signature,Food,Male,226911,2014,5
13393,"Bengaluru, India",2013-11-24,Signature,Fuel,Male,238655,2013,11
13394,"Ahmedabad, India",2014-09-12,Signature,Food,Male,27963,2014,9
13395,"Ahmedabad, India",2015-05-21,Gold,Grocery,Female,218781,2015,5
13396,"Greater Mumbai, India",2014-04-04,Platinum,Fuel,Male,272014,2014,4
13397,"Ahmedabad, India",2014-07-02,Gold,Entertainment,Male,176079,2014,7
13398,"Bengaluru, India",2014-09-02,Platinum,Fuel,Male,157094,2014,9
13399,"Greater Mumbai, India",2014-06-09,Platinum,Bills,Male,64772,2014,6
13400,"Ahmedabad, India",2014-11-21,Gold,Food,Male,49942,2014,11
13401,"Bengaluru, India",2014-05-26,Gold,Food,Female,99283,2014,5
13402,"Greater Mumbai, India",2014-03-17,Gold,Grocery,Male,141939,2014,3
13403,"Ahmedabad, India",2015-02-20,Signature,Fuel,Female,184661,2015,2
13404,"Ahmedabad, India",2014-04-14,Platinum,Fuel,Male,241841,2014,4
13405,"Greater Mumbai, India",2014-05-12,Gold,Grocery,Female,126411,2014,5
13406,"Ahmedabad, India",2015-03-06,Gold,Bills,Male,88636,2015,3
13407,"Delhi, India",2015-02-16,Silver,Fuel,Male,85736,2015,2
13408,"Greater Mumbai, India",2014-10-04,Silver,Bills,Female,239847,2014,10
13409,"Ahmedabad, India",2013-11-19,Platinum,Bills,Male,254668,2013,11
13410,"Bengaluru, India",2015-01-31,Gold,Bills,Female,95501,2015,1
13411,"Bengaluru, India",2015-03-31,Gold,Bills,Male,211199,2015,3
13412,"Greater Mumbai, India",2014-09-14,Platinum,Grocery,Female,120000,2014,9
13413,"Ahmedabad, India",2015-05-09,Signature,Fuel,Male,168481,2015,5
13414,"Delhi, India",2014-10-20,Signature,Grocery,Male,291958,2014,10
13415,"Bengaluru, India",2014-12-04,Platinum,Food,Male,270338,2014,12
13416,"Ahmedabad, India",2014-01-27,Platinum,Fuel,Female,209730,2014,1
13417,"Delhi, India",2014-02-28,Silver,Bills,Female,266296,2014,2
13418,"Delhi, India",2014-07-10,Silver,Grocery,Female,71249,2014,7
13419,"Greater Mumbai, India",2015-02-06,Gold,Grocery,Female,127626,2015,2
13420,"Delhi, India",2015-04-12,Gold,Fuel,Female,10514,2015,4
13421,"Greater Mumbai, India",2015-01-07,Platinum,Grocery,Male,190563,2015,1
13422,"Bengaluru, India",2014-04-06,Silver,Fuel,Male,197675,2014,4
13423,"Delhi, India",2015-01-18,Gold,Fuel,Male,116046,2015,1
13424,"Delhi, India",2015-05-26,Platinum,Entertainment,Female,245806,2015,5
13425,"Delhi, India",2013-10-17,Gold,Entertainment,Male,69575,2013,10
13426,"Bengaluru, India",2014-09-22,Platinum,Fuel,Female,203745,2014,9
13427,"Greater Mumbai, India",2014-08-24,Gold,Bills,Male,260454,2014,8
13428,"Bengaluru, India",2014-09-29,Gold,Food,Female,102034,2014,9
13429,"Greater Mumbai, India",2013-12-10,Gold,Food,Male,110624,2013,12
13430,"Bengaluru, India",2013-10-18,Signature,Entertainment,Male,236169,2013,10
13431,"Delhi, India",2014-04-01,Gold,Grocery,Male,23697,2014,4
13432,"Ahmedabad, India",2015-02-20,Signature,Fuel,Female,249906,2015,2
13433,"Bengaluru, India",2014-06-26,Gold,Grocery,Male,226394,2014,6
13434,"Greater Mumbai, India",2014-01-30,Gold,Fuel,Female,196016,2014,1
13435,"Greater Mumbai, India",2013-10-14,Silver,Food,Male,72419,2013,10
13436,"Delhi, India",2014-01-18,Gold,Bills,Female,47558,2014,1
13437,"Delhi, India",2014-06-12,Signature,Food,Male,14032,2014,6
13438,"Greater Mumbai, India",2013-11-22,Signature,Food,Male,203045,2013,11
13439,"Bengaluru, India",2014-10-17,Platinum,Grocery,Male,112451,2014,10
13440,"Bengaluru, India",2013-12-13,Signature,Food,Male,229597,2013,12
13441,"Greater Mumbai, India",2015-05-10,Silver,Bills,Male,126435,2015,5
13442,"Greater Mumbai, India",2014-01-17,Gold,Bills,Female,233490,2014,1
13443,"Greater Mumbai, India",2014-12-14,Signature,Food,Female,124046,2014,12
13444,"Delhi, India",2014-05-02,Platinum,Grocery,Female,1005,2014,5
13445,"Delhi, India",2014-07-15,Platinum,Fuel,Male,255963,2014,7
13446,"Greater Mumbai, India",2014-11-25,Platinum,Entertainment,Female,130913,2014,11
13447,"Delhi, India",2014-12-04,Platinum,Food,Female,142822,2014,12
13448,"Ahmedabad, India",2014-12-10,Gold,Food,Male,142249,2014,12
13449,"Delhi, India",2015-02-06,Signature,Bills,Female,241213,2015,2
13450,"Ahmedabad, India",2014-06-07,Gold,Grocery,Male,170476,2014,6
13451,"Greater Mumbai, India",2013-11-29,Platinum,Food,Male,207628,2013,11
13452,"Greater Mumbai, India",2014-07-26,Silver,Grocery,Female,130713,2014,7
13453,"Bengaluru, India",2014-06-27,Signature,Fuel,Male,149073,2014,6
13454,"Ahmedabad, India",2014-06-21,Silver,Grocery,Female,294583,2014,6
13455,"Delhi, India",2014-10-12,Platinum,Grocery,Female,219282,2014,10
13456,"Ahmedabad, India",2014-06-11,Signature,Bills,Female,108016,2014,6
13457,"Delhi, India",2014-07-21,Silver,Bills,Female,295493,2014,7
13458,"Bengaluru, India",2015-03-23,Gold,Bills,Female,248831,2015,3
13459,"Delhi, India",2015-03-02,Silver,Food,Male,246164,2015,3
13460,"Greater Mumbai, India",2014-08-28,Gold,Food,Male,82070,2014,8
13461,"Delhi, India",2013-12-15,Gold,Bills,Female,281000,2013,12
13462,"Greater Mumbai, India",2014-06-18,Platinum,Grocery,Female,3740,2014,6
13463,"Delhi, India",2014-09-08,Silver,Bills,Female,71910,2014,9
13464,"Bengaluru, India",2013-12-19,Signature,Bills,Male,287553,2013,12
13465,"Greater Mumbai, India",2013-11-09,Signature,Grocery,Male,234607,2013,11
13466,"Delhi, India",2014-09-15,Platinum,Entertainment,Male,33183,2014,9
13467,"Ahmedabad, India",2014-12-07,Signature,Bills,Female,266415,2014,12
13468,"Bengaluru, India",2014-08-14,Silver,Fuel,Male,29461,2014,8
13469,"Delhi, India",2014-05-19,Platinum,Grocery,Female,261062,2014,5
13470,"Ahmedabad, India",2014-01-19,Platinum,Grocery,Male,192180,2014,1
13471,"Ahmedabad, India",2014-01-14,Gold,Grocery,Female,156119,2014,1
13472,"Delhi, India",2014-09-23,Gold,Food,Female,145404,2014,9
13473,"Delhi, India",2014-06-26,Silver,Grocery,Female,78841,2014,6
13474,"Ahmedabad, India",2015-01-09,Silver,Grocery,Male,43073,2015,1
13475,"Delhi, India",2014-10-08,Gold,Food,Male,175290,2014,10
13476,"Delhi, India",2015-01-06,Silver,Bills,Male,88970,2015,1
13477,"Ahmedabad, India",2015-04-23,Gold,Fuel,Male,196296,2015,4
13478,"Delhi, India",2014-01-22,Signature,Food,Male,188981,2014,1
13479,"Greater Mumbai, India",2013-11-08,Signature,Grocery,Male,114091,2013,11
13480,"Ahmedabad, India",2014-02-12,Platinum,Food,Male,90121,2014,2
13481,"Greater Mumbai, India",2015-01-07,Gold,Grocery,Female,22150,2015,1
13482,"Greater Mumbai, India",2014-09-06,Signature,Fuel,Male,172137,2014,9
13483,"Ahmedabad, India",2014-10-16,Signature,Food,Female,8378,2014,10
13484,"Greater Mumbai, India",2015-01-21,Silver,Entertainment,Male,249416,2015,1
13485,"Ahmedabad, India",2014-06-12,Platinum,Grocery,Female,135446,2014,6
13486,"Ahmedabad, India",2013-12-03,Gold,Entertainment,Male,298419,2013,12
13487,"Greater Mumbai, India",2015-02-07,Signature,Grocery,Male,160660,2015,2
13488,"Bengaluru, India",2014-10-14,Signature,Fuel,Male,92218,2014,10
13489,"Ahmedabad, India",2014-12-14,Gold,Grocery,Male,226839,2014,12
13490,"Ahmedabad, India",2014-12-06,Silver,Grocery,Male,135680,2014,12
13491,"Bengaluru, India",2014-02-17,Platinum,Bills,Female,210365,2014,2
13492,"Bengaluru, India",2014-11-28,Signature,Food,Male,243014,2014,11
13493,"Delhi, India",2015-03-29,Silver,Entertainment,Male,141271,2015,3
13494,"Delhi, India",2014-01-09,Gold,Entertainment,Female,209992,2014,1
13495,"Greater Mumbai, India",2014-11-11,Signature,Entertainment,Female,31666,2014,11
13496,"Ahmedabad, India",2015-04-13,Gold,Entertainment,Male,217049,2015,4
13497,"Greater Mumbai, India",2013-12-28,Platinum,Fuel,Male,40930,2013,12
13498,"Delhi, India",2014-01-08,Signature,Grocery,Female,246535,2014,1
13499,"Bengaluru, India",2014-08-06,Gold,Grocery,Female,1972,2014,8
13500,"Greater Mumbai, India",2014-02-19,Signature,Bills,Male,297551,2014,2
13501,"Bengaluru, India",2014-09-28,Gold,Fuel,Male,138315,2014,9
13502,"Bengaluru, India",2015-05-11,Platinum,Food,Female,274343,2015,5
13503,"Bengaluru, India",2015-01-21,Signature,Fuel,Female,222019,2015,1
13504,"Ahmedabad, India",2014-07-21,Silver,Grocery,Male,215629,2014,7
13505,"Delhi, India",2015-01-15,Silver,Fuel,Female,110482,2015,1
13506,"Bengaluru, India",2014-04-20,Gold,Grocery,Female,98457,2014,4
13507,"Delhi, India",2014-03-09,Gold,Grocery,Male,139519,2014,3
13508,"Ahmedabad, India",2014-07-12,Silver,Grocery,Female,296050,2014,7
13509,"Delhi, India",2015-04-27,Gold,Bills,Female,50476,2015,4
13510,"Bengaluru, India",2014-03-18,Signature,Bills,Female,292575,2014,3
13511,"Greater Mumbai, India",2015-02-22,Signature,Grocery,Female,274505,2015,2
13512,"Greater Mumbai, India",2015-04-27,Signature,Food,Female,38864,2015,4
13513,"Ahmedabad, India",2014-07-04,Gold,Food,Male,227349,2014,7
13514,"Bengaluru, India",2014-08-06,Gold,Grocery,Male,46631,2014,8
13515,"Ahmedabad, India",2014-06-16,Gold,Grocery,Male,7867,2014,6
13516,"Bengaluru, India",2014-05-15,Platinum,Bills,Male,152693,2014,5
13517,"Ahmedabad, India",2015-02-04,Signature,Bills,Female,103906,2015,2
13518,"Ahmedabad, India",2014-11-23,Signature,Bills,Female,196033,2014,11
13519,"Delhi, India",2014-06-02,Silver,Fuel,Male,266243,2014,6
13520,"Greater Mumbai, India",2014-12-27,Platinum,Grocery,Male,45584,2014,12
13521,"Delhi, India",2014-04-06,Gold,Food,Male,270525,2014,4
13522,"Greater Mumbai, India",2015-02-09,Silver,Food,Female,181073,2015,2
13523,"Ahmedabad, India",2014-10-28,Platinum,Fuel,Male,153548,2014,10
13524,"Delhi, India",2015-03-18,Silver,Bills,Male,240211,2015,3
13525,"Greater Mumbai, India",2013-10-11,Gold,Grocery,Male,142725,2013,10
13526,"Bengaluru, India",2013-10-24,Signature,Bills,Male,250495,2013,10
13527,"Delhi, India",2014-01-15,Signature,Food,Female,195523,2014,1
13528,"Greater Mumbai, India",2014-09-14,Silver,Bills,Male,130203,2014,9
13529,"Ahmedabad, India",2015-01-26,Signature,Grocery,Male,55861,2015,1
13530,"Ahmedabad, India",2013-11-16,Gold,Food,Male,232578,2013,11
13531,"Bengaluru, India",2014-05-05,Gold,Entertainment,Female,109579,2014,5
13532,"Delhi, India",2015-02-16,Silver,Fuel,Male,198088,2015,2
13533,"Greater Mumbai, India",2015-03-03,Platinum,Bills,Female,30185,2015,3
13534,"Delhi, India",2015-03-06,Signature,Grocery,Female,59662,2015,3
13535,"Bengaluru, India",2014-12-27,Signature,Grocery,Male,205334,2014,12
13536,"Delhi, India",2013-11-11,Platinum,Fuel,Female,74559,2013,11
13537,"Bengaluru, India",2013-11-14,Silver,Food,Male,126931,2013,11
13538,"Ahmedabad, India",2014-07-02,Platinum,Food,Female,98246,2014,7
13539,"Bengaluru, India",2015-03-18,Platinum,Fuel,Male,10390,2015,3
13540,"Bengaluru, India",2014-05-16,Silver,Bills,Male,148675,2014,5
13541,"Bengaluru, India",2014-03-26,Silver,Food,Male,35797,2014,3
13542,"Greater Mumbai, India",2014-06-10,Silver,Grocery,Male,139618,2014,6
13543,"Greater Mumbai, India",2014-01-28,Platinum,Food,Male,234983,2014,1
13544,"Ahmedabad, India",2014-07-05,Silver,Food,Male,192160,2014,7
13545,"Ahmedabad, India",2013-11-26,Platinum,Bills,Female,121091,2013,11
13546,"Bengaluru, India",2014-07-05,Signature,Fuel,Female,241004,2014,7
13547,"Greater Mumbai, India",2015-01-12,Silver,Grocery,Female,262542,2015,1
13548,"Delhi, India",2014-03-16,Signature,Entertainment,Female,21226,2014,3
13549,"Bengaluru, India",2014-07-14,Signature,Grocery,Female,21387,2014,7
13550,"Delhi, India",2014-08-22,Platinum,Food,Male,241399,2014,8
13551,"Delhi, India",2015-05-15,Platinum,Grocery,Male,21941,2015,5
13552,"Ahmedabad, India",2014-09-27,Signature,Grocery,Male,35671,2014,9
13553,"Greater Mumbai, India",2013-11-01,Platinum,Fuel,Male,283676,2013,11
13554,"Ahmedabad, India",2015-03-18,Silver,Food,Male,196038,2015,3
13555,"Ahmedabad, India",2014-09-26,Signature,Fuel,Male,220239,2014,9
13556,"Bengaluru, India",2014-08-19,Signature,Entertainment,Male,55659,2014,8
13557,"Greater Mumbai, India",2014-06-23,Silver,Grocery,Female,189544,2014,6
13558,"Greater Mumbai, India",2014-09-24,Gold,Grocery,Male,207719,2014,9
13559,"Ahmedabad, India",2014-10-21,Signature,Bills,Male,64743,2014,10
13560,"Bengaluru, India",2014-11-01,Silver,Fuel,Male,109711,2014,11
13561,"Ahmedabad, India",2014-01-05,Gold,Bills,Male,190231,2014,1
13562,"Ahmedabad, India",2013-10-20,Gold,Grocery,Male,48619,2013,10
13563,"Bengaluru, India",2014-08-06,Signature,Entertainment,Female,272257,2014,8
13564,"Greater Mumbai, India",2014-04-11,Platinum,Bills,Female,112811,2014,4
13565,"Greater Mumbai, India",2015-04-08,Gold,Food,Female,197640,2015,4
13566,"Ahmedabad, India",2014-01-19,Signature,Bills,Female,207800,2014,1
13567,"Ahmedabad, India",2014-06-11,Platinum,Bills,Male,248429,2014,6
13568,"Delhi, India",2015-05-10,Platinum,Grocery,Female,156218,2015,5
13569,"Bengaluru, India",2013-12-20,Platinum,Fuel,Male,105095,2013,12
13570,"Delhi, India",2014-04-11,Silver,Fuel,Male,269776,2014,4
13571,"Bengaluru, India",2014-03-21,Gold,Grocery,Male,239548,2014,3
13572,"Greater Mumbai, India",2014-02-08,Gold,Grocery,Male,182003,2014,2
13573,"Greater Mumbai, India",2015-02-24,Platinum,Fuel,Female,46733,2015,2
13574,"Ahmedabad, India",2014-07-25,Platinum,Grocery,Female,225087,2014,7
13575,"Greater Mumbai, India",2014-06-27,Signature,Entertainment,Male,297518,2014,6
13576,"Ahmedabad, India",2015-03-10,Gold,Food,Female,41665,2015,3
13577,"Delhi, India",2014-12-26,Platinum,Fuel,Female,36505,2014,12
13578,"Ahmedabad, India",2014-10-19,Platinum,Fuel,Female,32832,2014,10
13579,"Greater Mumbai, India",2014-10-09,Gold,Food,Female,250794,2014,10
13580,"Bengaluru, India",2013-10-07,Gold,Bills,Male,47228,2013,10
13581,"Bengaluru, India",2015-03-14,Signature,Fuel,Female,128178,2015,3
13582,"Delhi, India",2015-04-26,Signature,Food,Female,145388,2015,4
13583,"Delhi, India",2014-10-25,Signature,Grocery,Female,152430,2014,10
13584,"Delhi, India",2014-10-24,Silver,Fuel,Female,251074,2014,10
13585,"Bengaluru, India",2015-04-10,Signature,Entertainment,Female,291683,2015,4
13586,"Delhi, India",2014-08-02,Silver,Entertainment,Female,209476,2014,8
13587,"Greater Mumbai, India",2014-11-01,Gold,Food,Female,75069,2014,11
13588,"Ahmedabad, India",2015-04-06,Platinum,Grocery,Female,22000,2015,4
13589,"Ahmedabad, India",2014-03-23,Platinum,Grocery,Female,108304,2014,3
13590,"Ahmedabad, India",2014-03-06,Signature,Grocery,Female,80782,2014,3
13591,"Ahmedabad, India",2014-04-10,Gold,Bills,Male,162154,2014,4
13592,"Bengaluru, India",2014-08-10,Silver,Fuel,Female,175034,2014,8
13593,"Ahmedabad, India",2014-05-06,Gold,Food,Male,24982,2014,5
13594,"Greater Mumbai, India",2015-04-29,Silver,Bills,Male,5427,2015,4
13595,"Greater Mumbai, India",2015-02-24,Gold,Entertainment,Female,11193,2015,2
13596,"Delhi, India",2014-05-12,Platinum,Bills,Female,36549,2014,5
13597,"Greater Mumbai, India",2014-02-14,Gold,Bills,Female,24703,2014,2
13598,"Ahmedabad, India",2014-07-28,Silver,Bills,Male,217494,2014,7
13599,"Bengaluru, India",2014-04-02,Platinum,Bills,Female,190334,2014,4
13600,"Delhi, India",2015-02-03,Silver,Bills,Male,110522,2015,2
13601,"Bengaluru, India",2014-06-01,Silver,Fuel,Female,275097,2014,6
13602,"Greater Mumbai, India",2014-03-17,Platinum,Entertainment,Female,171339,2014,3
13603,"Greater Mumbai, India",2015-01-16,Gold,Entertainment,Female,57495,2015,1
13604,"Ahmedabad, India",2015-05-09,Platinum,Grocery,Male,108757,2015,5
13605,"Bengaluru, India",2014-12-07,Signature,Fuel,Male,18847,2014,12
13606,"Bengaluru, India",2014-05-17,Gold,Bills,Male,1103,2014,5
13607,"Ahmedabad, India",2014-07-22,Silver,Food,Male,119360,2014,7
13608,"Ahmedabad, India",2014-09-07,Signature,Bills,Female,162055,2014,9
13609,"Ahmedabad, India",2015-03-24,Silver,Bills,Male,229333,2015,3
13610,"Delhi, India",2014-05-30,Platinum,Bills,Male,51920,2014,5
13611,"Delhi, India",2014-09-22,Platinum,Entertainment,Female,210833,2014,9
13612,"Greater Mumbai, India",2014-08-05,Signature,Bills,Male,223941,2014,8
13613,"Ahmedabad, India",2014-05-18,Platinum,Grocery,Female,292956,2014,5
13614,"Ahmedabad, India",2015-02-07,Silver,Food,Female,60466,2015,2
13615,"Bengaluru, India",2014-07-14,Signature,Fuel,Female,187697,2014,7
13616,"Delhi, India",2013-10-23,Signature,Food,Male,271803,2013,10
13617,"Greater Mumbai, India",2014-11-10,Signature,Food,Male,240551,2014,11
13618,"Ahmedabad, India",2015-01-04,Platinum,Grocery,Female,38733,2015,1
13619,"Ahmedabad, India",2015-03-09,Platinum,Entertainment,Male,49690,2015,3
13620,"Bengaluru, India",2014-06-27,Silver,Fuel,Female,70301,2014,6
13621,"Greater Mumbai, India",2013-11-11,Silver,Entertainment,Female,107190,2013,11
13622,"Greater Mumbai, India",2014-07-25,Signature,Fuel,Male,113478,2014,7
13623,"Bengaluru, India",2014-06-12,Silver,Entertainment,Male,122517,2014,6
13624,"Greater Mumbai, India",2013-10-13,Silver,Fuel,Female,281096,2013,10
13625,"Bengaluru, India",2015-03-04,Silver,Food,Female,254191,2015,3
13626,"Ahmedabad, India",2015-05-23,Gold,Bills,Male,222342,2015,5
13627,"Greater Mumbai, India",2014-02-06,Signature,Entertainment,Male,139404,2014,2
13628,"Delhi, India",2015-04-25,Silver,Bills,Male,59984,2015,4
13629,"Bengaluru, India",2014-06-06,Silver,Fuel,Female,279450,2014,6
13630,"Bengaluru, India",2014-03-04,Gold,Entertainment,Female,209691,2014,3
13631,"Delhi, India",2015-04-27,Signature,Grocery,Female,100311,2015,4
13632,"Delhi, India",2015-01-28,Silver,Grocery,Female,19441,2015,1
13633,"Ahmedabad, India",2014-06-03,Platinum,Fuel,Female,76150,2014,6
13634,"Ahmedabad, India",2014-05-18,Gold,Food,Female,146154,2014,5
13635,"Bengaluru, India",2014-04-23,Platinum,Grocery,Male,122069,2014,4
13636,"Delhi, India",2014-05-24,Gold,Entertainment,Female,167517,2014,5
13637,"Ahmedabad, India",2014-02-07,Signature,Entertainment,Female,15485,2014,2
13638,"Delhi, India",2014-05-20,Gold,Bills,Female,108608,2014,5
13639,"Bengaluru, India",2015-02-11,Silver,Bills,Female,277327,2015,2
13640,"Greater Mumbai, India",2015-03-24,Signature,Bills,Female,84617,2015,3
13641,"Bengaluru, India",2014-03-02,Signature,Fuel,Male,29121,2014,3
13642,"Greater Mumbai, India",2015-05-11,Silver,Food,Male,113725,2015,5
13643,"Ahmedabad, India",2015-04-21,Silver,Fuel,Female,209312,2015,4
13644,"Bengaluru, India",2014-04-10,Gold,Food,Female,44431,2014,4
13645,"Ahmedabad, India",2014-07-21,Platinum,Food,Female,88938,2014,7
13646,"Greater Mumbai, India",2014-06-26,Gold,Bills,Female,41623,2014,6
13647,"Bengaluru, India",2014-11-14,Platinum,Bills,Female,63966,2014,11
13648,"Ahmedabad, India",2014-12-13,Platinum,Entertainment,Female,256339,2014,12
13649,"Bengaluru, India",2015-01-21,Gold,Fuel,Male,179182,2015,1
13650,"Delhi, India",2014-08-23,Gold,Entertainment,Female,215964,2014,8
13651,"Ahmedabad, India",2014-09-16,Signature,Entertainment,Female,153229,2014,9
13652,"Bengaluru, India",2014-09-26,Gold,Grocery,Male,2673,2014,9
13653,"Bengaluru, India",2014-08-20,Silver,Entertainment,Male,119191,2014,8
13654,"Greater Mumbai, India",2015-04-02,Silver,Fuel,Female,78598,2015,4
13655,"Greater Mumbai, India",2014-01-17,Platinum,Grocery,Male,249270,2014,1
